"Country or Area","Year","Value","Value Footnotes"
"United Kingdom","2012","2614946487602.81",""
"United Kingdom","2011","2592015702611.76",""
"United Kingdom","2010","2407856922126.08",""
"United Kingdom","2009","2308995170587.32",""
"United Kingdom","2008","2791681985294.12",""
"United Kingdom","2007","2963097238895.56",""
"United Kingdom","2006","2582752529898.8",""
"United Kingdom","2005","2412109090909.09",""
"United Kingdom","2004","2298042841450.02",""
"United Kingdom","2003","1943714285714.29",""
"United Kingdom","2002","1674416966426.86",""
"United Kingdom","2001","1529094573197.06",""
"United Kingdom","2000","1548663943107.88",""
"United Kingdom","1999","1558317424364.99",""
"United Kingdom","1998","1529138787678.04",""
"United Kingdom","1997","1438736083824.49",""
"United Kingdom","1996","1304507020280.81",""
"United Kingdom","1995","1235567303140.29",""
"United Kingdom","1994","1140489745944.29",""
"United Kingdom","1993","1061388722255.55",""
"United Kingdom","1992","1179659529659.53",""
"United Kingdom","1991","1142797178130.51",""
"United Kingdom","1990","1093169389204.55",""
"United Kingdom","1989","926884816753.927",""
"United Kingdom","1988","910122732123.799",""
"United Kingdom","1987","745162608269.325",""
"United Kingdom","1986","601452653180.885",""
"United Kingdom","1985","489285164271.047",""
"United Kingdom","1984","461487097632.349",""
"United Kingdom","1983","489618008185.539",""
"United Kingdom","1982","515048916841.37",""
"United Kingdom","1981","540765675241.158",""
"United Kingdom","1980","564947710899.373",""
"United Kingdom","1979","438994070309.191",""
"United Kingdom","1978","335883029721.956",""
"United Kingdom","1977","263066457352.172",""
"United Kingdom","1976","232614555256.065",""
"United Kingdom","1975","241756637168.142",""
"United Kingdom","1974","206131369798.971",""
"United Kingdom","1973","192537971582.558",""
"United Kingdom","1972","169965034965.035",""
"United Kingdom","1971","148113896325.14",""
"United Kingdom","1970","130671946244.3",""
"United Kingdom","1969","112676874821.987",""
"United Kingdom","1968","104702736248.084",""
"United Kingdom","1967","111185383409.521",""
"United Kingdom","1966","107090721447.057",""
"United Kingdom","1965","100595782309.165",""
"United Kingdom","1964","93387598813.9269",""
"United Kingdom","1963","85443766670.4279",""
"United Kingdom","1962","80601939635.2483",""
"United Kingdom","1961","76694360635.9159",""
"United Kingdom","1960","72328047042.1588",""
